  86741579049 1H  44430111122227332 0 032 24120901 0112300001123118104 12 00002 0 00003 0 0 0 03 0 0 0 00 00 001121272122213 11 0 00001000MT01 00 62242312413212
  8682133746837H621002011111221232144 513 04311001 0122100001221627104312 00002 0 00001262598 03 0 0 0 00 00 007712112711223 12 1130001000CA30 00 32248311112212
  8694082948285H  50070111122220332 0 013 03220901 0111300001113127104361222402 0 00001 2 3459811098 0 00 00 001122122111222 1214 10001000NY02 00100282311122212
  8702132645637H  53080122022220332 0 013 01212222 40000182318236 3301312 00002 0 00003 0 0 0 0125 4 4983 02 011111121111113 20 0 0118 681ZZ08 10 50100021311111
  8712138996737N1032021421112222332 0 013 03312212 4000018211821199604132 00002 0 00003 0 0 0 03 0 0 0 08 08 081111222111113 11 0 00001000CA20 00 53180321213212
  8726192638073N  31021422022226222 0 013 04120902 30000172117214 4414 92 00002 0 00003 0 0 0 03 0 0 0 08 02 022172122112112 12 3 30001000CA10 00 65130311412212
  8737148947059K 999040222022220332 0 013 04120902 2000015211521619104 12 00002 0 0000198 0 0 0198 0 0 00 00 001121122112123130 0 0128 762ZZ08 40 64180321111111
  87441543665 1N  40640411222226332 0 013 04112111 01423000014232 1204221221032 0 00003 0 0 0 012598 0 02251 127211122222223 11 0 00001000LA01 00 54211222313212
  8752133796837H621002011121222732137 832 14212001 0112300001123114104 12 00002 0 00002 398 0 03 0 0 0 00 00 001111222121223 11 0 00001000AZ02 00 29172311113212
  8764156874913J  33610222022222232 0 032 53120901 0122300001223198604 12 00002 0 00000 0 0 0 02 198 0 08 08 082122222211122 11 0 00001000CA20 00 52250312323212
  8772136186837N5436010422022222332 0 013 03212121 01521000015216 3301 01232402 0 00003 0 0 0 01 32598 02421 127171721117113 20 0 0112 562ZZ08 00 42250321421212
  8787148241171H    690122022222222 0 031 92211002 4000018131813663301361362402 0 00003 0 0 0 03 0 0 0 00 00 002721121112112 20 0 0222 671ZZ08 00100220321111212
  8794157528575N   1540422022227332 0 013 06120901 0122200001222115104122 00002 0 00003 0 0 0 03 0 0 0 00 00 002722212121222 11 0 00001000MI02 00 52240311313212
  8802138996737H1032021111122221332 0 013 02214002 4000050035003198604350 00002 0 000011998 0 0198 0 0 08 08 082721112771122 11 0 00001000WA01 00 28201321313212
  8814159948581K  60050222022220332 0 053 0412090298000011231123373464 02 00002 0 00003 0 0 0 03 0 0 0 00 00 007171171727712150 0 0118 782ZZ08970 52120321311111
  8826192958073H    600111212226232 0 013 07120901 01123000011236 3301 1120101131461023 0 0 0 01 398 0 03 02 032112211112222 12 2 20001000CA20 12 36161321112111
  8832135426837H  6041011112222332112 163 06220901 01223000012231 2504371232402 0 00001 298 0 012598 0 02472 027171177177123 11 0 00001000CA10 00 58248322113212
  8842139365637N  22011411122221332 0 031 62411001 05003000050032 1204 02 00002 0 00000 0 0 0 03 0 0 0 08 08 080000000000000 00 0 08881008ZZ08 00  8008023320010
  8857076485895N  25160411112223221421132 16213002 400005001500111610431198800116202401 398 0 012598 0 00 00 002170000111713 11 0 00001000CA30 00 30201322213212
  8862139136637K4087010222022227332 0 073 04220902 40000132313233 5424312 00002 0 0000198 0 0 03 0 0 0 08 08 032111771777112140 0 0128 792ZZ08 00100100321321212
  8872094315219H  44020121122222332 0 031 63120902 3000013231323115104282 00002 0 0000198 0 0 0198 0 0 00 00 002171111121122 11 0 00001000CA10 00 65140212413212
  8884082938285H  50150122022220332 0 013 01511002 40000182318236 3301132 00002 0 000012798 0 00 0 0 0 03 02 037121127712112 20 0 0121 822ZZ08 10 61210322421121
  8892133926937N  27330411112113121 21073 07120901 0112300001123125104 10 00002 0 00001 226 398139 598 00 00 002122121212113 1213 10001000NY01 00 49271211112212
  8902136386837N  54281411122221232 0 032174215121 01111000011112 1204201232402 0 0000144 398 014498 0 02421 337771117721272 11 0 00001000TX01 00 36121321313212
  8912132615637K  53080222022215332 0 013 03312232980000182318236 3301121202402 0 00003 0 0 0 0198 0 0 02491 422111222111112 12 2 20001000CA20 10 55150211312111
  8922138966737N1032021411212225332 0 063 03212212 4000012231223114104282 00002 0 00003 0 0 0 03 0 0 0 00 00 001111117127222 11 0 00001000CA20 00 49172322213212
  8936192628073N  3102141121221733145 532 17216211 0132300001323121104172 00002 0 0000245 398 03 0 0 0 00 00 001211211111222 11 0 00001000MI01 00 41172311113212
  8942138916737H1096020122022220332 0 013 03120902 2000015211521125104272 00002 0 00003 0 0 0 03 0 0 0 00 00 002172722211713 1213130001000NJ01 00 65150211112212
  8952137986637N  4604141122222323145 513 05313001 06003000060032 1204311312102 0 000014598 0 00 0 0 0 01 02 022112121111113 11 0 00001000PA01 00 22111321213212
  8967147797059H 218120111321120322 0 032174211111 01121000011216 3301361988002 0 00003 0 0 0 03 0 0 0 02421 321211112121222 11 0 00001000CA30 00 46172311113212
  89741563249 1H  4323012201222233112 113 06212002 40000172317233 4414311312402 0 000024698 0 0125 398 02 41 432121221111113 30 0 0112 772ZZ08150 54170321311111
  8987143811171K    500222022220322 0 053 04120900 00000000000003 8454 02 00002 0 00000 0 0 0 03 0 0 0 08 02 081770000000000 90 0 0122 822ZZ08140 65210214521111
  8992134645637K  19170211122227332 0 043 04120902 30000172317233 5424 11282102 0 00003 0 0 0 012198 0 02421 112222221221222 12 4 40001000CA10 00 61151321112212
  90041556865 1N  40941411122221332 0 003 04120902 30000112111212 1204311252402 0 00001 32698 03 0 0 0 02421 127172177122123 11 0 00001000CA20 00 63231321313212
  9014083948153H   1390111222217132 0 073 04220902 40000152115216 3301 12 00002 0 00001 398 0 01 498 0 01 01 422117212111223 11 0 00001000CA10 00 57152321213212
  90241553665 1N  40640411122223332 0 043 03320901 02003000020032 1204 02 00002 0 000011498 0 00 0 0 0 03 019822721712211121 11 0 00001000TN01 00 44241312323212
  9036195618073H 168030122022220332 0 013 02120902 20000172217226 3301 12 00002 0 00003 0 0 0 03 0 0 0 02422 022222222212112 12 2 20001000CA10 00 61120311212212
  90441563265 1N  40901411122221332 0 031 64415001 01621000016212 1204 91312102 0 00001 32698 01 498 0 01 01 312111211111112 11 0 00001000AL01 00 27131321313212
  9052137375637J  22130222021221232 0 031 64212001 01823000018232 1204272 00002 0 00003 0 0 0 03 0 0 0 02422 022222122122112 11 0 00001000AL01 00 58250311313212
  90641579449 1H  44430122022226332 0 013 07213311 0162300001623663302431232402 0 00003 0 0 0 00 0 0 0 00 00 001717112712120170 0 0118 812ZZ08 10 54220311211111
  9072136386837H  54281121422222332 0 013 04111111 01123000011236 3301372 00002 0 00003 0 0 0 03 0 0 0 02131 437112171171123 12 2 10001000CA20 00 50130121112212
  9082137355637H  22221122022224332 0 013 02120902 20000182318236 3301 01252402 0 00003 0 0 0 0198 0 0 02 31 187777777117113 20 0 0112 802ZZ08 10100100113431121
  9092136736837H  60160122022225332 0 003 01213122 5000019231923663303291202400 0 00003 0 0 0 01 498 0 00 00 000000000000000 00 0 08881008ZZ08 00  8000014430010
  9106194798073H  3202011112221132123 613 04120902 10000112311232 1204271312402 0 00001 32631981 598 0 03 01 231112111711113 11 0 00001000CA20 00 65171321313212
  9112133966937H  27330122022224232 0 013 01214412 40000182318236 3301 11312402 0 000012798 0 01 498 0 03 02 022121122712112 20 0 0122 692ZZ08 00 46210321311122
  9122137335637N  22221422022113322 0 003 03120902 30000122812205 2504 11 12402 0 00003 0 0 0 024898 0 02491 222111112221123 1212 10001000CA20 00100230322222212
  9136192638073H  31031111122220332 0 031123212112 4000015231523118104121242202 0 000014698 0 014798 0 00 00 001171211711112 1298 10001000CA20 00 43132321312212
  9142137976637H  46151111112224122 0 013 04213111 01323000013236 3301121202201452024012625 3293 0 0 0 01 01 211222222112112 12 2 20001000CA10 12 38162321212111
  9154088428285H  51260122012212322 0 013 03212211 01821000018216 3301312 00002 0 00001 31498 03 0 0 0 03 02 021111121117123 20 0 0122 752ZZ08 00 52120312421212
  9162136726837H6009011122022220322 0 013 01213212 40000142114216 3301312 00002 0 00003 0 0 0 00 0 0 0 03 02 012111172212172 20 0 0111 722ZZ08 00 51140121321122
  9172135675637N  24281421122224332 0 031 64320901 02003000020032 1204310510002 0 00001 398 0 00 0 0 0 08 08 080000000000000 00 0 08881008ZZ08 00100000023320010
  9184082958285H  50100122022228332 0 003 02520901 0198300001903663303 02 00002 0 00000 0 0 0 00 0 0 0 00 00 000000000000000 00 0 08881008ZZ08 00  8000015530010
  9192137485637H  22410122022227332 0 013 05120901 01823000018236 3301362 00002 0 00003 0 0 0 03 0 0 0 03 02 021211212111213 20 0 0118 752ZZ08 10 57210311311111
  9202137545637N  2406141112222133146 213 04311112 30000500150012 1204 11232402 0 00001 32625981 498 0 03 01 422111112111222 11 0 00001000CA10 00 52101321213212
  9212133206837H543601011112211222120 313 07211001 01323000013236 3301 10 00002 0 00001 2 398 0298 0 0 03 01 411112212121223 12 1 20001000CA20 00 57182311212212
  9222135695637H  24281122022220332 0 013 01120901 05003000050036 3301 00 00002 0 0000198 0 0 03 0 0 0 03 02 087777777777771 20 0 0222 112ZZ08 10  8200021411111
  9232134446637K4321010222022220332 0 032 16212212 40000112311233 7444 02 00002 0 00001271698 01 498 0 02 41 217111117711113 80 0 0111 721ZZ08130 47140321311111
  9247148251171H    690122022220332 0 013 02120902 20000600360036 3301312 00002 0 0000198 0 0 0198 0 0 02981 487101110021122 11 0 00001000CA20 00 64210312423212
  9257075545895H  25160111122222332 0 031 64411001 02003000020032 1204 01312402 0 00001 398 0 03 0 0 0 01 02 082122112121223 11 0 00001000MS01 00 15141222323212
  9262133926937N  27330411312210221711113 04120901 01413000014132 1204971 12402 0 0000122 398 0198 0 0 03 01 222112121272113 11 0 00001000CT02 00 54201321113212
  92741578249 1H  4375011132221433112 173 03313001 01223000012233 4414360 00001 323240198 0 0 03 0 0 0 02502 032172122221223 12 3 30001000CA10 00 33263311212212
  9284088428285H  51260111121222232 0 013 01412002180000132313236 3301312 00000 0 00003 0 0 0 03 0 0 0 03 02 037111122712112 12 2 20001000TX01 12 27101321322111
  9299164887567H    610111222127222 0 032174214002 4000013211321115104 00 00002 0 00003 0 0 0 03 0 0 0 00 00 001711112121123 11 0 00001000OH01 00 28142321113212
  9302138636837H  55200111322222332 0 013 03120902 20000162116216 3301362 00002 0 00003 0 0 0 03 0 0 0 03 02 021771117171222 11 0 00001000CA20 00 58172321213212
  9312137385637H  20970122022222332 0 013 01213311 0152300001523663303311988002 0 00003 0 0 0 03 0 0 0 00 00 000000000000000 00 0 08881008ZZ08 00  8000015530010
  9327075545895H  25160122022227332 0 013 05212112 40000182118213 4414311508002 0 00003 0 0 0 03 0 0 0 03 02 022111211122112 30 0 0118 812ZZ08150 45160321411111
  9332139325637H  21511111222226332 0 023 06211001 0172300001723198104322 0000129988003 0 0 0 03 0 0 0 08 08 081112122112123 1213 10001000CA30 00 57172311212212
  9347075545895H  25160122022220332 0 013 02214482 4000019231923118104 02 00002 0 00000 0 0 0 00 0 0 0 00 00 007777777777770 1298980001000CA80 00 59200022522212
  9352095378699H    240122022227332 0 013 01214211 01523000015236 3301 12 00002 0 00000 0 0 0 01142514142982 082171122212112 20 0 0112 812ZZ08 10 54110311321121
  9362139365637N  21621422022220330 0 013 03120901 01423000014233 4414282 00002 0 000011098 0 0123 498 00 00 001171211117222 30 0 0122 782ZZ08150 40120323321111
  9372136846637N  46041411122222332 0 013 03313211 01121000011212 1204 11312402 0 00001 32698 0198 0 0 02491 422127172217112 11 0 00001000CA10 00 53171311113212
  9382133586637H  43100111122220332 0 013 01216800 0000000000000663301 02 00002 0 0000198 0 0 03 0 0 0 00 00 007171177111173 12 2 20001000CA10 12 20118014532111
  93941526165 1N  4078041112222223175 631 67314001 01123000011232 120431131240126312401 32526 20 0 0 0 02 41 132121102222213 11 0 00001000LA01 00 39101311113212
  94041547149 1N4403050422022222332 0 013 06220902 40000152315233 4414361988002 0 000012698 0 01 498 0 03 01 131111121122111 30 0 0121 832ZZ08150 58210322321111
  9412139325637N  21710422022222332 0 031154111001 01121000011212 1204 01232402 0 00003 0 0 0 01 498 0 02421 432111111211112 11 0 00001000OH01 00 56240111413212
  9422095378699H    250122022222332 0 013 01213331 02001000020016 3301311312402 0 000012698 0 01 498 0 01 02 031121171111112 20 0 0112 692ZZ08 10 48110311211121
  9437075575895N2507010422022221332 0 013 03611111 0172300001723627104361231032 0 0000144 919981 498 0 00 00 001111112112112 11 0 00001000CO01 00 56230311223212
  9446194648073N  31071411122222232 0 031 64211001 01223000012232 1204361312402 0 000014498 0 01 498 0 02 41 111122122221712 11 0 00001000CA20 00 57161311313212
  9454082938285H  5010011112221133120 313 04120902 30000200320036 3301311202102 0 000012298 0 01 498 0 03 01 432111112111112 12 2 20001000CA10 00 61121311122212
  94641553365 1K  40780211211227332 0 031 73212211 01621000016212 1204 113124013198800145 0 04514798 0 02421 322122112121223 11 0 00001000CA10 00 53171111113212
  9472092665219N     91411122221332 0 031 62316801 05003000050032 1204311318002 0 00000 0 0 0 00 0 0 0 02421 487777777700000 00 0 08881008ZZ08 00  8008024430010
  94841527849 1H  43400111122221232 0 013 03213311 0172300001723650302312 00002 0 000012298 0 03 0 0 0 00 00 002122111721222 20 0 0122 551ZZ08 00 46141311121212
  9496194748073J   1170222022227322 0 013 04120901 01723000017233 4414252 00002 0 00003 0 0 0 011498 0412421 232111121111112 30 0 0112 812ZZ08150 58220311311111
  9502095218699J   8030221312224222 0 032174411001 0142300001423118104202 00002 0 00003 0 0 0 012698 0 00 00 007111712111122 1213 10001000SD01 00100100322322212
  9512138856737J113303021112221121137 832 16212001 01121000011213 6434 11241021989880014498 0 024798 0 02421 412117121117112 11 0 00001000CA20 00 50171321113212
  9522094658677H    240122022210332 0 013 03120902 20000182118216 3301121988002 0 000011498 0 03 0 0 0 02422 022121111111112 12 2 20001000CA20 00 64160311512212
  9532132615637H  53080111112221222 0 013 04213312 40000200320036 3301311312402 0 000014498 0 014798 0 02422 022721177171122 11 0 00001000CA30 00 50141321213212
  9542136316837N  54281422022222332 0 031 63213211 01821000018212 1204142 00002 0 00003 0 0 0 03 0 0 0 02422 081102210212200 00 0 08881008ZZ08 00100000015420010
  9554158228575N   2321411121221332 0 031113216001 01723000017232 1204141132102 0 00001 998 0 03 0 0 0 03 01 487111121227123 11 0 00001000TX02 00100008023323010
  9562136726837N6009011422022228332 0 063 04220902 4000012231223128104122 00002 0 0000198 0 0 0198 0 0 00 00 002722122171213 11 0 00001000CA20 00 58250022223212
  9572135675637N  24281411122222232 0 031 61211001 05003000050032 1204 02 00002 0 00001 398 0 01 498 0 08 01 127171172711212 11 0 00001000AL01 00 35112322523212
  9582139646637H408701012132222223166 613 04120902 2000014211421699604462 00002 0 000024698 0 03 0 0 0 00 00 002111111111113 11 0 00001000CA10 00 64180321223212
  95941579149 1H4419020122022224332 0 013 02113111 02003000020036 3301362 00002 0 00001 42698 01 498 0 03 01 317721222712111 12 2 10001000CA80 00 61210123522212
  9602136326837N5401020422022226332 0 013 03212212 40000132313236 3301141142402 0 00003 0 0 0 03 0 0 0 02982 022127127217211 20 0 0122 682ZZ08 10 54120321211111
  9616192648073J  31021211122224332 0 053 03213001 05003000050033 6434392 00002 0 000011698 0 03 0 0 0 01 01 327172172111773 12 7 70001000CA10 00 27131321212212
  9622136356837N  54281411112221221651113 05411001 05003000050032 1204311121032 0 00001 398 0 03 0 0 0 02421 132717117712221 11 0 00001000LA01 00  7128321323212
  9632133596637A  43100211122222332 0 013 03120901 01321000013213 8454290 00002 0 00003 0 0 0 03 0 0 0 03 02 032112121121222 90 0 0121 751ZZ08142 49231212421111
  9647149537059H 750020122022224322 0 013 03511001 01823000018236 3301252 0000131161023 0 0 0 0198 0 0 02422 031111111711112 20 0 0222 752ZZ08 00 55220321311122
  9652137256637H5300020122022226322 0 013 03111002 30000162216221 3301311201012 0 00003 0 0 0 012598 0 03 02 021227222111112 12 2 20001000CA10 10 66250311112111
  9662138996737N1032021411112222131621132174213001 01123000011232 1204121232402 0 000014498 0 0147 498 02 41 427121120121223 11 0 00001000TX01 00 26181321113212
  9672138686837H  55200111122221332 0 003 04212212 4000012231223115104 12 0000126232403 0 0 0 03 0 0 0 00 00 002127121111113 11 0 00001000NE01 00 52171321113212
  9687076425895N251701141181111022115 103 06611001 0112300001123198604 12 0000197988003 0 0 0 0198 0 0 08 08 082117121771113 11 0 00001000CA80 00  8008021123010
  9694155468575H   1801111121221332 0 013 04315001 01422000014226 3301 92 00002 0 00001 398 0 014798 0 02462 022122177772222 12 2 20001000AZ02 12 20221321312111
  9702133336637H4083030111111211131651113 04212002 40000122312231 3301311202402 0 00003 0 0 0 012598 0 02422 022111111172222 11 0 00001000CA20 00  2171321113212
  9716194388073H 178040111222227231451132174320901 0122300001223116104252 00002 0 0000198 0 0 014898 0 00 00 002712221111223 1213 10001000NJ01 00 27142322222212
  9724152858575H   2100122022220332 0 013 01120901 0200300002003627104 02 00002 0 00003 0 0 0 03 0 0 0 00 00 007771117070220170 0 0122 522ZZ08 10 23200322521111
  9732136716837N6009011411122222332 0 013 04220902 40000152315232 1204361312402 0 00003 0 0 0 03 0 0 0 02422 027777777771123 11 0 00001000LA02 00 60288221213212
  97441556865 1N  40961421122211222 0 043 06220901 01223000012232 1204 12 00002 0 00003 0 0 0 03 0 0 0 03 02 012122121211113 11 0 00001000CA10 00 56150321213212
  9752133966937N  27330421122221332 0 013 03120901 01623000016236 3301311312401 331240126 398 01 498 0 01 02 022121121111113 11 0 00001000TX01 10 61230311213111
  9762094415219N     91411122222332 0 031 61216001 05003000050032 1204 01988002 0 00003 0 0 0 03 0 0 0 08 02 087000000000000 00 0 08881008ZZ08 00100008015530010
  9772095238699H    180121122222332 0 013 02616001 06003000060036 3301271312402 0 00000 0 0 0 00 0 0 0 02982 087112222701112 12 2 10001000CA20 00 33210321422212
  9782135675637N  2428141112222122113 131 65216521 01823000018232 1204311312401263124014498 0 014798 0 03 01 422121111711173 11 0 00001000CA80 00 52231311313212
  9796195618073A 168030211122222231 21032176211802 40000172317233 5424 11232402 0 0000198 0 0 0198 0 0 03 01 412112121271113 12 4 10001000CA10 00 52261321112212
  9802137256637J530002021122222623137 832174212002 40000192319233 6434 02 00002 0 0000144 298 03 0 0 0 03 02 027122277172723 11 0 00001000HI01 00 41102321313212
  9814083948153H   1400111122222232 0 031 91216211 05003000050031 3301 02 00002 0 000013298 0 03 0 0 0 02 42 027777777777771 20 0 0122 281ZZ08 12 20121111321111
  9822133536737H  10340122021226322 0 013 04212001 0182100001821130104202 00002 0 000014698 0 03 0 0 0 00 00 001111122111113130 0 0122 571ZZ08970 42150311311111
  9832132255637H  20170122022224332 0 013 03112211 0172300001723646302361 32402 0 000012698 0271 398 0 00 00 001111171112112170 0 0118 772ZZ08 10 52210321311121
  9842092645219N     91411212227232 0 031 91211001 05003000050032 1204192 00002 0 000012298 0 00 0 0 0 03 01 437111122212122 11 0 00001000TX01 00  2101221213212
  9852098965219H    730121122223332 0 013 03215212 40000200320031 3301 12 00002 0 00001 32698 03 0 0 0 02471 722172122121713 12 2 20001000TX02 10 57210321222111
  9866194648073N  31071421822220332 0 032174120901 01811000018116 4414362 00002 0 00003 0 0 0 03 0 0 0 00 00 001121222121223 11 0 00001000IL02 00 56230311413212
  9872137375637H  22221122012222232 0 013 04212281 01823000018236 3301431232402 0 00000 0 0 0 012698 0 01 02 032111122212221 20 0 0122 642ZZ08 10 35110121311121
  9882136846637N  4604141111222233112 132 13414001 05003000050032 1204121312402 0 00003 0 0 0 03 0 0 0 01 01 432111122111723 11 0 00001000AL02 00 13121311333212
  9892133366637H4083030122022222332 0 013 04120902 20000162116211 3301121122400 0 00003 0 0 0 012598 0 02 42 022121711172112 11 0 00001000CA20 10 61160321323111
  9907145547059H 992030111122222332 0 032164212002 40000132313236 3301432 00002 0 00003 0 0 0 014798 0 03 02 032111171221771 11 0 00001000CA30 00 61232321313212
  9912139816737H143902011121211712122 813 06212801 0112300001123119104362 0000126258001 7 32698198 0 0 00 00 001111122177000 00 0 08881008ZZ08 00  8008021110010
  99241563265 1N  40941411121221232 0 031 91420901 08003000000032 1204242 00002 0 00001 32698 011498 0 02 41 422111122212112 11 0 00001000MS02 00 33008322223212
  9932134446637A  43340222022223332 0 073 04120901 01421000014213 8454 01442402 0 00003 0 0 0 03 0 0 0 02422 022171111112110 90 0 0121 792ZZ08140 64240211321111
  9942092665219N     91411112221232 0 031 62213001 05003000050032 1204121201032 0 00003 0 0 0 03 0 0 0 03 01 132171277177772 11 0 00001000AL01 00 23121311313212
  9952094648677H     81121122222332 0 013 03120901 01813000018136 3301361451042 0 0000145 398 01 498 0 03 01 132122212111223 11 0 00001000CA20 00 60240311213212
  99641527649 1H  43400111111221232 0 013 02212001 0500100005001627104 02 00002 0 000014498 0 019798 0 00 00 002112111121113 1213130001000HI01 00 14121211112212
  9974155638575N   1610411122221231411032176611001 01111000011112 1204411311022 0 00003 0 0 0 03 0 0 0 03 01 422111171722113 11 0 00001000OK01 00 53221311113212
  9982137325637N  21931411122221322 0 031 61412001 05003000050032 1204 02 00002 0 00003 0 0 0 0198 0 0 02422 032171122212212 11 0 00001000LA01 00  5211312413212
  9992132615637H  53080111122222232 0 043 03120901 01823000018236 3301292 00001 32310222698 0 01 498 0 02 41 182122111111113 12 1 20001000CA10 00 66208313322212
 100041563265 1N  4090141112222133112 131 64216001 05003000050032 1204142 00002 0 00003 0 0 0 03 0 0 0 03 02 032111111110000 00 0 08881008ZZ08 00100008015530010
 10017148851171H    500111121222332 0 013 03315421 01221000012216 3301361312402 0 00001252698 014798 0 02422 037711117171112 11 0 00001000CA20 00 47231322313212
 100241553265 1N  4064041122222723112 132134420901 0500200005002198604121231082 0 0000298 0 0 03 0 0 0 08 08 082122111777772 11 0 00001000ID02 00  5102321113212
 10039163637567H  9104012202222332175 613 01412001 05003000050031 3301 11232402 0 0000298 0 0 03 0 0 0 02422 022111111711122 20 0 0222 202ZZ08 10 16210321321111
 10042136386837N  5428141112222131167 331 92213002 40000182118212 1204122 00002 0 00003 0 0 0 03 0 0 0 02422 027771717277112 11 0 00001000AZ01 00 38141322313212
 10052136356837H  54281111112221232 0 032 53211002 40000151115112 1204 02 00002 0 00002 398 0 01 498 0 02 41 231121111112112 11 0 00001000TX01 00 15158323323212
 10062134366837N  5729141122222333115 131 67120901 01723000017232 1204121231022 0 00001 32526981 42598 03 01 437177222122772 11 0 00001000CA10 00 59181311213212
 10072138575637N  21710411822212332 0 013 04120902 30000132313232 1204121312402 0 0000126 398 03 0 0 0 02982 031111122111113 11 0 00001000CA10 00 64171322313212
 10084088428285H  51260122022225332 0 013 03111002 20000171117116 3301222 00002 0 000022698 0 03 0 0 0 02 42 011111111211112 12 2 20001000CA20 00 66230322112212
 10092139385637N  21511422012222232 0 023 03120901 0200300002003628104311231032 0 00003 0 0 0 03 0 0 0 00 00 001121212121223 11 0 00001000CA30 00 60260311313212
 10102135316837N  57060422012213321181031 64212111 01323000013232 120431131210130162403 0 0 0 01 598 0 02421 321711111112712 11 0 00001000MI01 00 55240311113212
 10114157544913H3072030111122221232 0 013 02212002 40000112111216 3301 91202402 0 00003 0 0 0 03 0 0 0 02422 037711171777171 12 2 20001000CA10 00 30182321312212
 10127148851171H    500111122222232 0 013 04213002 40000162116211 3301271201022 0 000011998 0 013998 0 02421 232112111111221 12 2 20001000CA20 12 27161321222111
 10132092685219N     91411122220332 0 031 91212002 40000500350032 1204 01988002 0 0000198 0 0 0198 0 0 02981 421171111211112 11 0 00001000LA01 00 19118324313212
 10142135326837H  60310121322226332 0 031 92311001 0200300002003627104451988002 0 0000298 0 0 0298 0 0 00 00 007777777777770 11 0 00001000NM08 10 45000023323111
 10152134326837H  57550111122221332 0 013 02413001 02003000020036 3301 12 00001263180012598 0 01252698 08 02 081177111111122 12 2 20001000CA10 00 20111321222212
 10162137485637H  22641121222227232 0 003 04120901 0132300001323125104 12 00000 0 0000198 0 0 01 498 0 00 00 001111111122223 11 0 00001000CA10 00 63210313313212
 10172138676837H  55400111122221332 0 031 95120901 01823000018231 3301311232402 0 00001 32698 01 498 0 02 41 132221121212111 12 2 20001000CA10 12 59151311112111
 10184154324913H3132011111222226332 0 032133120902 20000182318236 3301282 00002 0 00003 0 0 0 03 0 0 0 03 02 021172122122113 11 0 00001000CA20 12 65101311213111
 10192137916637N  4604141112222133121 432 54211002 40000500350032 1204312 00002 0 0000144 398 01 498 0 03 01 122121171112172 11 0 00001000LA01 00 15121321113212
 10202138966737N1041021411112121332 0 031 65111112 20000200320032 1204 12 0000126232101 398 0 01 298 0 01 02 021122112211113 11 0 00001000AL01 00 60161311113212
 10217076435895N  25160411122221332 0 031 63313001 05003000050032 1204311312802 0 0000198 0 0 03 0 0 0 02422 032171172717112 11 0 00001000TX01 00 20121321113212
 10222138996737N104102141112222133112 131 64120901 01223000012232 1204312 00002 0 00003 0 0 0 03 0 0 0 02981 132211111111113 11 0 00001000MS01 00 56141311113212
 102341556865 1N  40961411122221232 0 013 04311802260000500150012 1204 12 00002 0 0000198 0 0 03 0 0 0 03 02 032111171122223 11 0 00001000OK08 00 23101321113212
 10247148251171H    69012112222133167 331151413001 05003000050036 3301482 00002 0 00001 32698 02 498 0 02422 032171111717112 12 2 20001000CA10 10  9210321412111
 10252137246637A5300020222022224332 0 073 04120902 20000152315233 5424282 00002 0 00000 0 0 0 0198 0 0 03 02 021177221222223 60 0 0222 671ZZ08120 57140112411111
 10264083948153H   1390111122222332 0 013 02215001 0152100001521627104292 00002 0 00003 0 0 0 01 398 0 00 00 002122212112122 1213130001000CA20 00 28141311112212
 10274159928581H  60170111222226232 0 013 06212131 01123000011233 4414362 00000 0 0000198 0 0 03 0 0 0 02421 120000000000000 00 0 08881008ZZ08 00  8008013320010
 10284088428285H  51260122022227322 0 013 03120902 20000200120011 3301 11241022 0 00003 0 0 0 0298 0 0 03 02 027122227112111 20 0 0122 732ZZ08 10 64210321421111
 10294087398285K5087020222022220332 0 073 04120901 01523000015233 5424 00 00002 0 00000 0 0 0 00 0 0 0 03 02 021772221177773 40 0 0112 802ZZ08120 36250212511111
 10306194748073H   1170122021220332 0 031 94120900 0000000000000663303161362402 0 0000298 0 0 0198 098 00 00 007271711717112 11 0 00001000CA20 00 61200221313212
 10316197278073H 20005011112222133123 613 07120901 01122000011226 3301361202302 0 000014698 0 03 0 0 0 02421 132117172211113 11 0 00001000TX01 12 52151321113111
 10322136396837H  5428112202222512114 113 03120902 30000112311236 3301311202102 0 00000 0 0 0 00 0 0 0 02421 332127121721113 20 0 0112 782ZZ08 10 66120311311111
 10332137946637H  46041111122221332 0 003 03120902 20000200320032 1204211202402 0 00001 398 0 03 0 0 0 02422 027171121212123 11 0 00001000CA20 00 65281321213212
 10342139826737H  12230122022225332 0 073 0212090221000017231723663302311251032 0 0000198 0 0 03 0 0 0 00 00 007277277777772170 0 0222 821ZZ08 10 55210311420111
 103541563865 1N  4096141111221132114 113 04120902 20000122812202 1204311312402 0 00001 32698 014398 0 02 41 437117121171113 11 0 00001000CA10 00 65171311213212
 10362136316837H5401020122022227332 0 031 82214311 01223000012232 1204271312102 0 00003 0 0 0 012698 0 03 01 137777777777772 11 0 00001000TN01 00 48140311423212
 10374159288575N   1521411122222332 0 031 61320901 05001000050012 1204311232402 0 00001 398 0 0198 0 0 08 08 080000000000000 00 0 08881008ZZ08 00100008015520010
 10382139345637N  2201141111222222112 113 04315321 01223000012232 1204231232402 0 00001 3252698139 498 02 42 022112122121223 11 0 00001000CA10 00 31172311113212
 10396192758073H  91050122022222332 0 013 02214002 40000500350031 3301312 00002 0 00003 0 0 0 03 0 0 0 03 02 027177271127272 12 2 20001000CA10 10 26120121322111
